2021-06-08;13:31:06;PYTHON;
2021-06-08;13:31:26;JAVASCRIPT;
2021-06-08;13:32:20;JAVASCRIPT;
2021-06-08;13:32:27;NO OPINA;
2021-06-08;13:32:29;JAVASCRIPT;
2021-06-08;13:32:31;PHP;
2021-06-08;13:32:33;PHP;
2021-06-08;14:03:54;JAVA;
2021-06-08;14:04:03;JAVA;
2021-06-08;14:04:29;JAVA;
2021-06-08;14:04:33;JAVA;
2021-06-08;14:04:35;JAVA;
2021-06-08;14:04:38;PYTHON;
2021-06-08;14:04:44;PYTHON;
2021-06-08;14:04:48;JAVA;
2021-06-08;14:04:51;JAVASCRIPT;
2021-06-08;14:04:55;NO OPINA;
2021-06-08;14:05:00;NO OPINA;
2021-06-08;14:05:06;NO OPINA;
2021-06-08;14:08:29;PYTHON;
2021-06-08;14:08:35;JAVA;
2021-06-08;14:08:38;JAVASCRIPT;
2021-06-08;14:08:41;JAVA;
2021-06-08;14:08:43;NO OPINA;
2021-06-08;14:08:47;PYTHON;
2021-06-08;14:10:41;PYTHON;
2021-06-08;14:10:44;JAVA;
2021-06-08;14:12:37;PYTHON;
2021-06-08;14:12:45;PYTHON;
2021-06-08;14:14:15;PYTHON;
2021-06-08;14:14:19;PHP;
2021-06-08;14:14:23;JAVA;
2021-06-08;14:15:17;JAVA;
2021-06-08;14:15:25;JAVASCRIPT;
2021-06-08;14:15:28;NO OPINA;
2021-06-08;14:15:30;JAVA;
2021-06-08;14:18:50;JAVA;
2021-06-08;14:22:13;JAVA;
2021-06-08;14:24:09;JAVA;
